individual,population
AFR_47122,AFR
AFR_47126,AFR
AFR_47131,AFR
AFR_47132,AFR
AFR_47135,AFR
AFR_47146,AFR
AFR_47152,AFR
AFR_47155,AFR
AFR_47159,AFR
AFR_47161,AFR
AFR_47173,AFR
AFR_47174,AFR
AFR_47182,AFR
AFR_47183,AFR
AFR_47186,AFR
AFR_47191,AFR
AFR_47199,AFR
AFR_47202,AFR
AFR_47205,AFR
AFR_47208,AFR
AFR_47220,AFR
AFR_47223,AFR
AFR_47224,AFR
AFR_47227,AFR
AFR_47228,AFR
AFR_47231,AFR
AFR_47234,AFR
AFR_47235,AFR
AFR_47238,AFR
AFR_47241,AFR
AFR_47242,AFR
AFR_47248,AFR
AFR_47252,AFR
AFR_47253,AFR
AFR_47255,AFR
AFR_47260,AFR
AFR_47262,AFR
AFR_47265,AFR
AFR_47273,AFR
AFR_47278,AFR
AFR_47282,AFR
AFR_47284,AFR
AFR_47287,AFR
AFR_47288,AFR
AFR_47290,AFR
AFR_47292,AFR
AFR_47294,AFR
AFR_47295,AFR
AFR_47301,AFR
AFR_47307,AFR
AFR_47308,AFR
AFR_47310,AFR
AFR_47314,AFR
AFR_47316,AFR
AFR_47318,AFR
AFR_47319,AFR
AFR_47320,AFR
AFR_47323,AFR
AFR_47325,AFR
AFR_47326,AFR
AFR_47327,AFR
AFR_47334,AFR
AFR_47343,AFR
AFR_47345,AFR
AFR_47349,AFR
AFR_47351,AFR
AFR_47355,AFR
AFR_47356,AFR
AFR_47357,AFR
AFR_47360,AFR
AFR_47362,AFR
AFR_47364,AFR
AFR_47372,AFR
AFR_47374,AFR
AFR_47375,AFR
AFR_47377,AFR
AFR_47378,AFR
AFR_47380,AFR
AFR_47381,AFR
AFR_47384,AFR
AFR_47385,AFR
AFR_47387,AFR
AFR_47390,AFR
AFR_47391,AFR
AFR_47393,AFR
AFR_47394,AFR
AFR_47397,AFR
AFR_47398,AFR
AFR_47409,AFR
AFR_47410,AFR
AFR_47412,AFR
AFR_47416,AFR
AFR_47419,AFR
AFR_47421,AFR
AFR_47426,AFR
AFR_47427,AFR
AFR_47428,AFR
AFR_47429,AFR
AFR_47432,AFR
AFR_47437,AFR
AFR_47441,AFR
AFR_47442,AFR
AFR_47443,AFR
AFR_47446,AFR
AFR_47453,AFR
AFR_47454,AFR
AFR_47457,AFR
AFR_47467,AFR
AFR_47473,AFR
AFR_47474,AFR
AFR_47477,AFR
AFR_47479,AFR
AFR_47483,AFR
AFR_47489,AFR
AFR_47490,AFR
AFR_47495,AFR
AFR_47496,AFR
AFR_47497,AFR
AFR_47502,AFR
AFR_47503,AFR
AFR_47504,AFR
AFR_47506,AFR
AFR_47509,AFR
AFR_47513,AFR
AFR_47522,AFR
AFR_47524,AFR
AFR_47525,AFR
AFR_47526,AFR
AFR_47532,AFR
AFR_47533,AFR
AFR_47534,AFR
AFR_47537,AFR
AFR_47539,AFR
AFR_47541,AFR
AFR_47543,AFR
AFR_47545,AFR
AFR_47547,AFR
AFR_47552,AFR
AFR_47554,AFR
AFR_47557,AFR
AFR_47560,AFR
AFR_47568,AFR
AFR_47569,AFR
AFR_47571,AFR
AFR_47572,AFR
AFR_47575,AFR
AFR_47576,AFR
AFR_47579,AFR
AFR_47581,AFR
AFR_47582,AFR
AFR_47584,AFR
AFR_47588,AFR
AFR_47589,AFR
AFR_47594,AFR
AFR_47597,AFR
AFR_47598,AFR
AFR_47600,AFR
AFR_47606,AFR
AFR_47607,AFR
AFR_47608,AFR
AFR_47610,AFR
AFR_47611,AFR
AFR_47614,AFR
AFR_47617,AFR
AFR_47621,AFR
AFR_47623,AFR
AFR_47628,AFR
AFR_47631,AFR
AFR_47634,AFR
AFR_47641,AFR
AFR_47644,AFR
AFR_47647,AFR
AFR_47648,AFR
AFR_47649,AFR
AFR_47650,AFR
AFR_47651,AFR
AFR_47657,AFR
AFR_47658,AFR
AFR_47659,AFR
AFR_47660,AFR
AFR_47662,AFR
AFR_47663,AFR
AFR_47665,AFR
AFR_47667,AFR
AFR_47670,AFR
AFR_47671,AFR
AFR_47673,AFR
AFR_47675,AFR
AFR_47684,AFR
AFR_47691,AFR
AFR_47692,AFR
AFR_47694,AFR
AFR_47699,AFR
AFR_47707,AFR
AFR_47710,AFR
AFR_47713,AFR
AFR_47714,AFR
AFR_47716,AFR
AFR_47718,AFR
AFR_47719,AFR
AFR_47722,AFR
AFR_47726,AFR
AFR_47728,AFR
AFR_47730,AFR
AFR_47734,AFR
AFR_47735,AFR
AFR_47740,AFR
AFR_47744,AFR
AFR_47750,AFR
AFR_47757,AFR
AFR_47761,AFR
AFR_47764,AFR
AFR_47766,AFR
AFR_47768,AFR
AFR_47769,AFR
AFR_47772,AFR
AFR_47774,AFR
AFR_47780,AFR
AFR_47785,AFR
AFR_47787,AFR
AFR_47791,AFR
AFR_47799,AFR
AFR_47801,AFR
AFR_47802,AFR
AFR_47804,AFR
AFR_47805,AFR
AFR_47806,AFR
AFR_47808,AFR
AFR_47811,AFR
AFR_47813,AFR
AFR_47814,AFR
AFR_47817,AFR
AFR_47820,AFR
AFR_47822,AFR
AFR_47824,AFR
AFR_47825,AFR
AFR_47827,AFR
AFR_47830,AFR
AFR_47831,AFR
AFR_47838,AFR
AFR_47846,AFR
AFR_47848,AFR
AFR_47849,AFR
AFR_47853,AFR
AFR_47854,AFR
AFR_47858,AFR
AFR_47865,AFR
AFR_47868,AFR
AFR_47869,AFR
AFR_47872,AFR
AFR_47873,AFR
AFR_47875,AFR
AFR_47881,AFR
AFR_47882,AFR
AFR_47886,AFR
AFR_47887,AFR
AFR_47888,AFR
AFR_47889,AFR
AFR_47893,AFR
AFR_47898,AFR
AFR_47902,AFR
AFR_47903,AFR
AFR_47904,AFR
AFR_47905,AFR
AFR_47908,AFR
AFR_47914,AFR
AFR_47920,AFR
AFR_47921,AFR
AFR_47922,AFR
AFR_47926,AFR
AFR_47928,AFR
AFR_47929,AFR
AFR_47931,AFR
AFR_47933,AFR
AFR_47935,AFR
AFR_47936,AFR
AFR_47942,AFR
AFR_47943,AFR
AFR_47944,AFR
AFR_47947,AFR
AFR_47952,AFR
AFR_47955,AFR
AFR_47959,AFR
AFR_47961,AFR
AFR_47963,AFR
AFR_47965,AFR
AFR_47967,AFR
AFR_47968,AFR
AFR_47970,AFR
AFR_47973,AFR
AFR_47975,AFR
AFR_47976,AFR
AFR_47981,AFR
AFR_47982,AFR
AFR_47988,AFR
AFR_47991,AFR
AFR_47995,AFR
AFR_47998,AFR
AFR_48002,AFR
AFR_48003,AFR
AFR_48005,AFR
AFR_48006,AFR
AFR_48007,AFR
AFR_48009,AFR
AFR_48012,AFR
AFR_48020,AFR
AFR_48024,AFR
AFR_48025,AFR
AFR_48027,AFR
AFR_48029,AFR
AFR_48031,AFR
AFR_48032,AFR
AFR_48034,AFR
AFR_48035,AFR
AFR_48037,AFR
AFR_48041,AFR
AFR_48043,AFR
AFR_48050,AFR
AFR_48052,AFR
AFR_48053,AFR
AFR_48056,AFR
AFR_48058,AFR
AFR_48059,AFR
AFR_48062,AFR
AFR_48065,AFR
AFR_48070,AFR
AFR_48072,AFR
AFR_48074,AFR
AFR_48075,AFR
AFR_48078,AFR
AFR_48084,AFR
AFR_48099,AFR
AFR_48101,AFR
AFR_48104,AFR
AFR_48106,AFR
AFR_48108,AFR
AFR_48111,AFR
AFR_48114,AFR
AFR_48115,AFR
AFR_48117,AFR
AFR_48120,AFR
AFR_48122,AFR
AFR_48123,AFR
AFR_48125,AFR
AFR_48127,AFR
AFR_48128,AFR
AFR_48129,AFR
AFR_48132,AFR
AFR_48137,AFR
AFR_48141,AFR
AFR_48144,AFR
AFR_48145,AFR
AFR_48149,AFR
AFR_48153,AFR
AFR_48157,AFR
AFR_48159,AFR
AFR_48163,AFR
AFR_48165,AFR
AFR_48166,AFR
AFR_48170,AFR
AFR_48178,AFR
AFR_48179,AFR
AFR_48180,AFR
AFR_48183,AFR
AFR_48186,AFR
AFR_48190,AFR
AFR_48193,AFR
AFR_48196,AFR
AFR_48197,AFR
AFR_48199,AFR
AFR_48200,AFR
AFR_48205,AFR
AFR_48210,AFR
AFR_48211,AFR
AFR_48213,AFR
AFR_48214,AFR
AFR_48217,AFR
AFR_48219,AFR
AFR_48221,AFR
AFR_48228,AFR
AFR_48230,AFR
AFR_48231,AFR
AFR_48232,AFR
AFR_48233,AFR
AFR_48239,AFR
AFR_48244,AFR
AFR_48246,AFR
AFR_48250,AFR
AFR_48251,AFR
AFR_48252,AFR
AFR_48255,AFR
AFR_48257,AFR
AFR_48259,AFR
AFR_48260,AFR
AFR_48262,AFR
AFR_48267,AFR
AFR_48269,AFR
AFR_48271,AFR
AFR_48276,AFR
AFR_48278,AFR
AFR_48284,AFR
AFR_48286,AFR
AFR_48290,AFR
AFR_48291,AFR
AFR_48298,AFR
AFR_48302,AFR
AFR_48304,AFR
AFR_48309,AFR
AFR_48313,AFR
AFR_48321,AFR
AFR_48327,AFR
AFR_48328,AFR
AFR_48330,AFR
AFR_48331,AFR
AFR_48336,AFR
AFR_48340,AFR
AFR_48342,AFR
AFR_48357,AFR
AFR_48358,AFR
AFR_48360,AFR
AFR_48367,AFR
AFR_48368,AFR
AFR_48370,AFR
AFR_48373,AFR
AFR_48380,AFR
AFR_48381,AFR
AFR_48386,AFR
AFR_48390,AFR
AFR_48394,AFR
AFR_48395,AFR
AFR_48399,AFR
AFR_48402,AFR
AFR_48403,AFR
AFR_48410,AFR
AFR_48412,AFR
AFR_48417,AFR
AFR_48425,AFR
AFR_48429,AFR
AFR_48430,AFR
AFR_48433,AFR
AFR_48434,AFR
AFR_48440,AFR
AFR_48443,AFR
AFR_48444,AFR
AFR_48449,AFR
AFR_48451,AFR
AFR_48453,AFR
AFR_48455,AFR
AFR_48458,AFR
AFR_48460,AFR
AFR_48462,AFR
AFR_48463,AFR
AFR_48466,AFR
AFR_48468,AFR
AFR_48472,AFR
AFR_48476,AFR
AFR_48481,AFR
AFR_48485,AFR
AFR_48488,AFR
AFR_48489,AFR
AFR_48491,AFR
AFR_48493,AFR
AFR_48494,AFR
AFR_48496,AFR
AFR_48500,AFR
AFR_48504,AFR
AFR_48505,AFR
AFR_48506,AFR
AFR_48518,AFR
AFR_48524,AFR
AFR_48528,AFR
AFR_48530,AFR
AFR_48531,AFR
AFR_48532,AFR
AFR_48533,AFR
AFR_48535,AFR
AFR_48539,AFR
AFR_48542,AFR
AFR_48543,AFR
AFR_48544,AFR
AFR_48562,AFR
AFR_48568,AFR
AFR_48571,AFR
AFR_48572,AFR
AFR_48575,AFR
AFR_48577,AFR
AFR_48580,AFR
AFR_48582,AFR
AFR_48583,AFR
AFR_48586,AFR
AFR_48589,AFR
AFR_48590,AFR
AFR_48592,AFR
AFR_48597,AFR
AFR_48603,AFR
AFR_48604,AFR
AFR_48606,AFR
AFR_48607,AFR
AFR_48610,AFR
AFR_48612,AFR
AFR_48615,AFR
AFR_48617,AFR
AFR_48618,AFR
AFR_48621,AFR
AFR_48624,AFR
AFR_48627,AFR
AFR_48628,AFR
AFR_48632,AFR
AFR_48636,AFR
AFR_48638,AFR
AFR_48641,AFR
AFR_48643,AFR
AFR_48647,AFR
AFR_48648,AFR
AFR_48649,AFR
AFR_48652,AFR
AFR_48655,AFR
AFR_48657,AFR
AFR_48658,AFR
AFR_48659,AFR
AFR_48661,AFR
AFR_48666,AFR
AFR_48669,AFR
AFR_48671,AFR
AFR_48672,AFR
AFR_48673,AFR
AFR_48674,AFR
AFR_48677,AFR
AFR_48678,AFR
AFR_48679,AFR
AFR_48680,AFR
AFR_48684,AFR
AFR_48692,AFR
AFR_48694,AFR
AFR_48695,AFR
AFR_48700,AFR
AFR_48702,AFR
AFR_48703,AFR
AFR_48709,AFR
AFR_48710,AFR
AFR_48715,AFR
AFR_48718,AFR
AFR_48719,AFR
AFR_48720,AFR
AFR_48721,AFR
AFR_48722,AFR
AFR_48724,AFR
AFR_48726,AFR
AFR_48729,AFR
AFR_48733,AFR
AFR_48735,AFR
AFR_48739,AFR
AFR_48740,AFR
AFR_48744,AFR
AFR_48747,AFR
AFR_48752,AFR
AFR_48753,AFR
AFR_48755,AFR
AFR_48757,AFR
AFR_48761,AFR
AFR_48762,AFR
AFR_48763,AFR
AFR_48769,AFR
AFR_48770,AFR
AFR_48773,AFR
AFR_48778,AFR
AFR_48788,AFR
AFR_48789,AFR
AFR_48796,AFR
AFR_48797,AFR
AFR_48803,AFR
AFR_48805,AFR
AFR_48806,AFR
AFR_48807,AFR
AFR_48811,AFR
AFR_48813,AFR
AFR_48816,AFR
AFR_48817,AFR
AFR_48825,AFR
AFR_48833,AFR
AFR_48839,AFR
AFR_48841,AFR
AFR_48844,AFR
AFR_48848,AFR
AFR_48849,AFR
AFR_48857,AFR
AFR_48858,AFR
AFR_48862,AFR
AFR_48866,AFR
AFR_48867,AFR
AFR_48872,AFR
AFR_48873,AFR
AFR_48883,AFR
AFR_48884,AFR
AFR_48888,AFR
AFR_48890,AFR
AFR_48892,AFR
AFR_48894,AFR
AFR_48897,AFR
AFR_48899,AFR
AFR_48900,AFR
AFR_48904,AFR
AFR_48908,AFR
AFR_48911,AFR
AFR_48915,AFR
AFR_48918,AFR
AFR_48925,AFR
AFR_48928,AFR
AFR_48931,AFR
AFR_48936,AFR
AFR_48937,AFR
AFR_48942,AFR
AFR_48955,AFR
AFR_48956,AFR
AFR_48957,AFR
AFR_48960,AFR
AFR_48966,AFR
AFR_48967,AFR
AFR_48968,AFR
AFR_48971,AFR
AFR_48979,AFR
AFR_48982,AFR
AFR_48984,AFR
AFR_48987,AFR
AFR_48989,AFR
AFR_48995,AFR
AFR_48997,AFR
AFR_49001,AFR
AFR_49005,AFR
AFR_49006,AFR
AFR_49010,AFR
AFR_49011,AFR
AFR_49014,AFR
AFR_49016,AFR
AFR_49020,AFR
AFR_49031,AFR
AFR_49033,AFR
AFR_49036,AFR
AFR_49037,AFR
AFR_49039,AFR
AFR_49040,AFR
AFR_49041,AFR
AFR_49045,AFR
AFR_49049,AFR
AFR_49051,AFR
AFR_49062,AFR
AFR_49066,AFR
AFR_49067,AFR
AFR_49068,AFR
AFR_49069,AFR
AFR_49076,AFR
AFR_49078,AFR
AFR_49079,AFR
AFR_49088,AFR
AFR_49092,AFR
AFR_49095,AFR
AFR_49096,AFR
AFR_49099,AFR
AFR_49107,AFR
AFR_49111,AFR
AFR_49121,AFR
AFR_49125,AFR
AFR_49129,AFR
AFR_49133,AFR
AFR_49134,AFR
AFR_49139,AFR
AFR_49140,AFR
AFR_49142,AFR
AFR_49144,AFR
AFR_49147,AFR
AFR_49150,AFR
AFR_49152,AFR
AFR_49155,AFR
AFR_49160,AFR
AFR_49161,AFR
AFR_49162,AFR
AFR_49163,AFR
AFR_49167,AFR
AFR_49174,AFR
AFR_49177,AFR
AFR_49178,AFR
AFR_49180,AFR
AFR_49183,AFR
AFR_49185,AFR
AFR_49187,AFR
AFR_49189,AFR
AFR_49192,AFR
AFR_49196,AFR
AFR_49197,AFR
AFR_49212,AFR
AFR_49213,AFR
AFR_49216,AFR
AFR_49220,AFR
AFR_49223,AFR
AFR_49224,AFR
AFR_49225,AFR
AFR_49226,AFR
AFR_49234,AFR
AFR_49241,AFR
AFR_49246,AFR
AFR_49250,AFR
AFR_49252,AFR
AFR_49256,AFR
AFR_49258,AFR
AFR_49263,AFR
AFR_49266,AFR
AFR_49267,AFR
AFR_49269,AFR
AFR_49271,AFR
AFR_49272,AFR
AFR_49273,AFR
AFR_49274,AFR
AFR_49276,AFR
AFR_49280,AFR
AFR_49284,AFR
AFR_49286,AFR
AFR_49288,AFR
AFR_49289,AFR
AFR_49290,AFR
AFR_49291,AFR
AFR_49293,AFR
AFR_49294,AFR
AFR_49296,AFR
AFR_49299,AFR
AFR_49302,AFR
AFR_49305,AFR
AFR_49307,AFR
AFR_49309,AFR
AFR_49313,AFR
AFR_49317,AFR
AFR_49319,AFR
AFR_49321,AFR
AFR_49322,AFR
AFR_49325,AFR
AFR_49330,AFR
AFR_49331,AFR
AFR_49332,AFR
AFR_49337,AFR
AFR_49340,AFR
AFR_49341,AFR
AFR_49344,AFR
AFR_49352,AFR
AFR_49360,AFR
AFR_49363,AFR
AFR_49364,AFR
AFR_49365,AFR
AFR_49366,AFR
AFR_49368,AFR
AFR_49370,AFR
AFR_49380,AFR
AFR_49381,AFR
AFR_49388,AFR
AFR_49391,AFR
AFR_49393,AFR
AFR_49402,AFR
AFR_49404,AFR
AFR_49405,AFR
AFR_49408,AFR
AFR_49412,AFR
AFR_49413,AFR
AFR_49414,AFR
AFR_49424,AFR
AFR_49425,AFR
AFR_49426,AFR
AFR_49427,AFR
AFR_49428,AFR
AFR_49429,AFR
AFR_49430,AFR
AFR_49431,AFR
AFR_49434,AFR
AFR_49436,AFR
AFR_49441,AFR
AFR_49444,AFR
AFR_49445,AFR
AFR_49446,AFR
AFR_49457,AFR
AFR_49462,AFR
AFR_49465,AFR
AFR_49467,AFR
AFR_49475,AFR
AFR_49476,AFR
AFR_49477,AFR
AFR_49481,AFR
AFR_49482,AFR
AFR_49483,AFR
AFR_49484,AFR
AFR_49486,AFR
AFR_49490,AFR
AFR_49499,AFR
AFR_49501,AFR
AFR_49503,AFR
AFR_49505,AFR
AFR_49509,AFR
AFR_49515,AFR
AFR_49518,AFR
AFR_49522,AFR
AFR_49527,AFR
AFR_49529,AFR
AFR_49532,AFR
AFR_49537,AFR
AFR_49538,AFR
AFR_49539,AFR
AFR_49545,AFR
AFR_49549,AFR
AFR_49551,AFR
AFR_49552,AFR
AFR_49556,AFR
AFR_49558,AFR
AFR_49563,AFR
AFR_49564,AFR
AFR_49565,AFR
AFR_49570,AFR
AFR_49576,AFR
AFR_49579,AFR
AFR_49583,AFR
AFR_49587,AFR
AFR_49588,AFR
AFR_49592,AFR
AFR_49593,AFR
AFR_49599,AFR
AFR_49602,AFR
AFR_49603,AFR
AFR_49605,AFR
AFR_49606,AFR
AFR_49608,AFR
AFR_49610,AFR
AFR_49619,AFR
AFR_49622,AFR
AFR_49627,AFR
AFR_49642,AFR
AFR_49645,AFR
AFR_49646,AFR
AFR_49648,AFR
AFR_49654,AFR
AFR_49656,AFR
AFR_49657,AFR
AFR_49658,AFR
AFR_49662,AFR
AFR_49663,AFR
AFR_49664,AFR
AFR_49666,AFR
AFR_49668,AFR
AFR_49671,AFR
AFR_49673,AFR
AFR_49676,AFR
AFR_49678,AFR
AFR_49681,AFR
AFR_49684,AFR
AFR_49688,AFR
AFR_49701,AFR
AFR_49703,AFR
AFR_49707,AFR
AFR_49709,AFR
AFR_49710,AFR
AFR_49717,AFR
AFR_49726,AFR
AFR_49728,AFR
AFR_49730,AFR
AFR_49731,AFR
AFR_49732,AFR
AFR_49743,AFR
AFR_49746,AFR
AFR_49747,AFR
AFR_49748,AFR
AFR_49755,AFR
AFR_49757,AFR
AFR_49759,AFR
AFR_49763,AFR
AFR_49766,AFR
AFR_49767,AFR
AFR_49771,AFR
AFR_49773,AFR
AFR_49776,AFR
AFR_49778,AFR
AFR_49780,AFR
AFR_49783,AFR
AFR_49791,AFR
AFR_49793,AFR
AFR_49798,AFR
AFR_49802,AFR
AFR_49812,AFR
AFR_49816,AFR
AFR_49817,AFR
AFR_49831,AFR
AFR_49832,AFR
AFR_49834,AFR
AFR_49840,AFR
AFR_49842,AFR
AFR_49857,AFR
AFR_49859,AFR
AFR_49860,AFR
AFR_49863,AFR
AFR_49865,AFR
AFR_49867,AFR
AFR_49868,AFR
AFR_49873,AFR
AFR_49874,AFR
AFR_49880,AFR
AFR_49881,AFR
AFR_49882,AFR
AFR_49886,AFR
AFR_49888,AFR
AFR_49890,AFR
AFR_49892,AFR
AFR_49897,AFR
AFR_49905,AFR
AFR_49908,AFR
AFR_49911,AFR
AFR_49926,AFR
AFR_49930,AFR
AFR_49933,AFR
AFR_49935,AFR
AFR_49938,AFR
AFR_49939,AFR
AFR_49940,AFR
AFR_49943,AFR
AFR_49944,AFR
AFR_49946,AFR
AFR_49947,AFR
AFR_49948,AFR
AFR_49961,AFR
AFR_49962,AFR
AFR_49967,AFR
AFR_49971,AFR
AFR_49973,AFR
AFR_49980,AFR
AFR_49983,AFR
AFR_49991,AFR
AFR_49996,AFR
AFR_49998,AFR
AFR_50000,AFR
AFR_50001,AFR
AFR_50003,AFR
AFR_50012,AFR
AFR_50015,AFR
AFR_50018,AFR
AFR_50025,AFR
AFR_50028,AFR
AFR_50031,AFR
AFR_50033,AFR
AFR_50034,AFR
AFR_50036,AFR
AFR_50037,AFR
AFR_50039,AFR
AFR_50043,AFR
AFR_50044,AFR
AFR_50045,AFR
AFR_50046,AFR
AFR_50047,AFR
AFR_50056,AFR
AFR_50074,AFR
AFR_50078,AFR
AFR_50079,AFR
AFR_50082,AFR
AFR_50083,AFR
AFR_50091,AFR
AFR_50098,AFR
AFR_50100,AFR
AFR_50103,AFR
AFR_50116,AFR
AFR_50120,AFR
AFR_50128,AFR
AFR_50129,AFR
AFR_50130,AFR
AFR_50133,AFR
AFR_50137,AFR
AFR_50151,AFR
AFR_50155,AFR
AFR_50156,AFR
AFR_50158,AFR
AFR_50162,AFR
AFR_50167,AFR
AFR_50171,AFR
AFR_50172,AFR
AFR_50173,AFR
AFR_50177,AFR
AFR_50178,AFR
AFR_50188,AFR
AFR_50191,AFR
AFR_50194,AFR
AFR_50198,AFR
AFR_50199,AFR
AFR_50201,AFR
AFR_50204,AFR
AFR_50206,AFR
AFR_50208,AFR
AFR_50210,AFR
AFR_50211,AFR
AFR_50215,AFR
AFR_50216,AFR
AFR_50219,AFR
AFR_50220,AFR
AFR_50224,AFR
AFR_50227,AFR
AFR_50228,AFR
AFR_50229,AFR
AFR_50233,AFR
AFR_50234,AFR
AFR_50235,AFR
AFR_50236,AFR
AFR_50239,AFR
AFR_50241,AFR
AFR_50243,AFR
AFR_50250,AFR
AFR_50253,AFR
AFR_50256,AFR
AFR_50259,AFR
AFR_50262,AFR
AFR_50269,AFR
AFR_50270,AFR
AFR_50272,AFR
AFR_50279,AFR
AFR_50284,AFR
AFR_50285,AFR
AFR_50287,AFR
AFR_50288,AFR
AFR_50289,AFR
AFR_50293,AFR
AFR_50294,AFR
AFR_50298,AFR
AFR_50299,AFR
AFR_50300,AFR
AFR_50304,AFR
AFR_50305,AFR
AFR_50307,AFR
AFR_50310,AFR
AFR_50311,AFR
AFR_50312,AFR
AFR_50316,AFR
AFR_50324,AFR
AFR_50325,AFR
AFR_50327,AFR
AFR_50328,AFR
AFR_50332,AFR
AFR_50337,AFR
AFR_50338,AFR
AFR_50340,AFR
AFR_50344,AFR
AFR_50347,AFR
AFR_50349,AFR
AFR_50350,AFR
AFR_50355,AFR
AFR_50359,AFR
AFR_50361,AFR
AFR_50363,AFR
AFR_50364,AFR
AFR_50367,AFR
AFR_50368,AFR
AFR_50370,AFR
AFR_50373,AFR
AFR_50374,AFR
AFR_50375,AFR
AFR_50376,AFR
AFR_50379,AFR
AFR_50380,AFR
AFR_50381,AFR
AFR_50382,AFR
AFR_50383,AFR
AFR_50384,AFR
AFR_50385,AFR
AFR_50391,AFR
AFR_50392,AFR
AFR_50394,AFR
AFR_50395,AFR
AFR_50400,AFR
AFR_50402,AFR
AFR_50406,AFR
AFR_50408,AFR
AFR_50409,AFR
AFR_50414,AFR
AFR_50424,AFR
AFR_50425,AFR
AFR_50428,AFR
AFR_50430,AFR
AFR_50431,AFR
AFR_50434,AFR
AFR_50440,AFR
AFR_50441,AFR
AFR_50443,AFR
AFR_50446,AFR
AFR_50447,AFR
AFR_50450,AFR
AFR_50451,AFR
AFR_50453,AFR
AFR_50454,AFR
AFR_50457,AFR
AFR_50458,AFR
AFR_50459,AFR
AFR_50460,AFR
AFR_50462,AFR
AFR_50467,AFR
AFR_50468,AFR
AFR_50470,AFR
AFR_50472,AFR
AFR_50473,AFR
AFR_50474,AFR
AFR_50475,AFR
AFR_50476,AFR
AFR_50481,AFR
AFR_50488,AFR
AFR_50490,AFR
AFR_50492,AFR
AFR_50494,AFR
AFR_50495,AFR
AFR_50498,AFR
AFR_50501,AFR
AFR_50506,AFR
AFR_50508,AFR
AFR_50517,AFR
AFR_50519,AFR
AFR_50522,AFR
AFR_50523,AFR
AFR_50524,AFR
AFR_50536,AFR
AFR_50538,AFR
AFR_50541,AFR
AFR_50542,AFR
AFR_50543,AFR
AFR_50546,AFR
AFR_50549,AFR
AFR_50551,AFR
AFR_50552,AFR
AFR_50553,AFR
AFR_50555,AFR
AFR_50556,AFR
AFR_50558,AFR
AFR_50559,AFR
AFR_50561,AFR
AFR_50566,AFR
AFR_50567,AFR
AFR_50571,AFR
AFR_50575,AFR
AFR_50581,AFR
AFR_50582,AFR
AFR_50583,AFR
AFR_50584,AFR
AFR_50587,AFR
AFR_50590,AFR
AFR_50592,AFR
AFR_50594,AFR
AFR_50596,AFR
AFR_50600,AFR
AFR_50601,AFR
AFR_50602,AFR
AFR_50603,AFR
AFR_50610,AFR
AFR_50611,AFR
AFR_50617,AFR
AFR_50619,AFR
AFR_50623,AFR
AFR_50627,AFR
AFR_50631,AFR
AFR_50634,AFR
AFR_50635,AFR
AFR_50640,AFR
AFR_50642,AFR
AFR_50643,AFR
AFR_50646,AFR
AFR_50648,AFR
AFR_50650,AFR
AFR_50651,AFR
AFR_50654,AFR
AFR_50655,AFR
AFR_50659,AFR
AFR_50662,AFR
AFR_50663,AFR
AFR_50665,AFR
AFR_50677,AFR
AFR_50678,AFR
AFR_50679,AFR
AFR_50680,AFR
AFR_50681,AFR
AFR_50683,AFR
AFR_50687,AFR
AFR_50689,AFR
AFR_50698,AFR
AFR_50699,AFR
AFR_50701,AFR
AFR_50702,AFR
AFR_50704,AFR
AFR_50716,AFR
AFR_50720,AFR
AFR_50721,AFR
AFR_50722,AFR
AFR_50732,AFR
AFR_50742,AFR
AFR_50743,AFR
AFR_50746,AFR
AFR_50750,AFR
AFR_50751,AFR
AFR_50758,AFR
AFR_50760,AFR
AFR_50764,AFR
AFR_50767,AFR
AFR_50768,AFR
AFR_50771,AFR
AFR_50780,AFR
AFR_50781,AFR
AFR_50782,AFR
AFR_50784,AFR
AFR_50785,AFR
AFR_50790,AFR
AFR_50793,AFR
AFR_50800,AFR
AFR_50804,AFR
AFR_50806,AFR
AFR_50808,AFR
AFR_50810,AFR
AFR_50811,AFR
AFR_50815,AFR
AFR_50819,AFR
AFR_50820,AFR
AFR_50821,AFR
AFR_50825,AFR
AFR_50831,AFR
AFR_50834,AFR
AFR_50844,AFR
AFR_50846,AFR
AFR_50848,AFR
AFR_50851,AFR
AFR_50852,AFR
AFR_50853,AFR
AFR_50854,AFR
AFR_50856,AFR
AFR_50857,AFR
AFR_50860,AFR
AFR_50863,AFR
AFR_50868,AFR
AFR_50874,AFR
AFR_50879,AFR
AFR_50883,AFR
AFR_50885,AFR
AFR_50887,AFR
AFR_50888,AFR
AFR_50889,AFR
AFR_50890,AFR
AFR_50895,AFR
AFR_50898,AFR
AFR_50903,AFR
AFR_50904,AFR
AFR_50905,AFR
AFR_50906,AFR
AFR_50907,AFR
AFR_50914,AFR
AFR_50917,AFR
AFR_50918,AFR
AFR_50919,AFR
AFR_50920,AFR
AFR_50925,AFR
AFR_50927,AFR
AFR_50933,AFR
AFR_50938,AFR
AFR_50941,AFR
AFR_50944,AFR
AFR_50948,AFR
AFR_50950,AFR
AFR_50951,AFR
AFR_50953,AFR
AFR_50954,AFR
AFR_50956,AFR
AFR_50957,AFR
AFR_50958,AFR
AFR_50959,AFR
AFR_50964,AFR
AFR_50968,AFR
AFR_50976,AFR
AFR_50978,AFR
AFR_50981,AFR
AFR_50988,AFR
AFR_50991,AFR
AFR_50992,AFR
AFR_50993,AFR
